Lot Number,PO Number,Prod Qty,PO Date,Qty PO,Due Date,Qty Shipped,First Article,Remark,Tracking No,Real Shipped Date
L16580,P130829,330,2024-05-24 00:00:00,150,2025-01-15 00:00:00,85,,"ST Issued 10/7
Insert PO 17220 & 17436, same heat lot",1Z9V89920391199609,2025-04-14 00:00:00
L16580-1,P130829,219,2024-05-24 00:00:00,150,2025-04-15 00:00:00,219,,"With insert new PO , from L16580         ST Issue 04-18-25",1Z9V89920398248043,2025-04-15 00:00:00
L16582,P130829,360,2024-05-24 00:00:00,150,2025-07-15 00:00:00,188,,"Start using mat PO 18294, 
ST Issued 07/21/25
Insert PO 19018",1Z9V89920393837344,2025-09-11 00:00:00
L16582-2,P130829,,2024-05-24 00:00:00,,,,100,100 pcs from L16582  Keep at Inventory temporary for OAT check before go Passivate.  Need to fix the surface 08/27/25,,
L16582-2,P130829,,,,,,61,need repair from L16582,,
L16583,P130829,,2024-05-24 00:00:00,150,2025-10-15 00:00:00,,,,,
L16584,P130830,,2024-05-24 00:00:00,150,2026-01-15 00:00:00,,,,,
L16585,P130831,,2024-05-24 00:00:00,150,2026-04-15 00:00:00,,,,,
L16586,P130832,,2024-05-24 00:00:00,150,2026-07-15 00:00:00,,,,,
L16587,P130833,,2024-05-24 00:00:00,150,2026-10-15 00:00:00,,,,,
L14508,P115303,15,2021-04-12 00:00:00,5,2021-10-11 00:00:00,5,10936,Rev: A,-,2021-10-12 00:00:00
L15579,P122693,22,2022-10-28 00:00:00,20,2023-02-10 00:00:00,20,11154,Rev: B ER28399. Mat PO 16535,1Z9V89920395972060,2023-02-20 00:00:00
L16023,P126235,75,2023-06-29 00:00:00,25,2023-12-15 00:00:00,25,,Mat PO 16535. ST Issued 11/13,1Z9V89920391753045,2023-11-17 00:00:00
L17261,P135830,,2025-06-26 00:00:00,30,2026-02-15 00:00:00,,AS,,,
L16114,P126994,178,2023-09-01 00:00:00,125,2024-04-12 00:00:00,125,11331,1/9/24 revised 70 to 125 pcs. Need to attached IDR157556,1Z9V89920395072229,2024-04-29 00:00:00
L16920,P133530,53,2024-12-19 00:00:00,53,2025-03-17 00:00:00,53,,Attached IDR 160506 ,1Z9V89920391856863,2025-02-07 00:00:00
L14497,P115284,32,2021-08-05 00:00:00,6,2021-09-08 00:00:00,6,10902,Revise 8/5 to 8/26 to 9/13,-,2021-09-09 00:00:00
L14498,P115284,25,2021-04-08 00:00:00,8,2021-11-12 00:00:00,8,,From L14497,,2021-11-01 00:00:00
L14499,P115284,17,2021-04-08 00:00:00,12,2022-02-23 00:00:00,12,,From L14497,,2022-02-04 00:00:00
L14500,P115284,4,2021-04-08 00:00:00,4,2022-07-04 00:00:00,4,,From L14497,1Z9V89920390853331,2022-05-31 00:00:00
L15631,P122921,69,2022-11-16 00:00:00,65,2023-03-31 00:00:00,48,,Revise due date from 2/16 to 3/31 to 4/4. Use mat PO 17126 & 17225,1Z9V89921293948421,2023-04-13 00:00:00
L15631-1,P122921,17,2021-11-16 00:00:00,0,2023-05-12 00:00:00,16,,1pc Reject. Bal 17. Need to close PO short.,1Z9V89921293103057,2023-05-09 00:00:00
L16049,P126633,67,2023-07-23 00:00:00,55,2024-07-08 00:00:00,55,,"10/16/23 revised 50 to 55 pcs. Parts have problem with the surface caused from facemill (From Ek). Sample picture was in ""Pictures of parts"". This lot pluged thread holes before anodizing. ST Issue w/J 1/2. 3/29/24 Have mat blank 15 pcs.",1Z9V89920396316973 (2 Boxes)  1Z9V89920394450812 (1 Box),2024-03-28 00:00:00
L16412,P129470,63,2024-02-14 00:00:00,55,2024-05-07 00:00:00,18,,Tell production to make sure not problem with the surface. ST Issue 5/16,776589370371,2024-05-28 00:00:00
L16456,P129470,9,2024-02-14 00:00:00,0,2024-05-07 00:00:00,8,,from L16049,1Z9V89920398674832,2024-03-29 00:00:00
L16456-1,P129470,1,2024-02-14 00:00:00,0,2024-05-07 00:00:00,1,,,1Z9V89920394045304,2024-04-10 00:00:00
L16412-1,P129470,12,2024-02-14 00:00:00,0,2024-05-31 00:00:00,12,,,1Z9V89920390289531,2024-05-28 00:00:00
L16559,P129470,31,2024-02-14 00:00:00,0,2024-07-31 00:00:00,16,,,1Z9V89920393174006,2024-07-18 00:00:00
L16618,P130467,60,2024-07-02 00:00:00,50,2024-12-10 00:00:00,36,,"ST Issued 12/5.
Mat PO 18576, 36 pcs",1Z9V89920398067480,2025-02-04 00:00:00
L16886,P130467,14,2024-11-22 00:00:00,0,2024-12-10 00:00:00,14,,from L16559 14 pcs,,2024-11-25 00:00:00
L14624,P115399,19,2021-06-11 00:00:00,6,2021-09-21 00:00:00,6,10923,,,2021-09-21 00:00:00
L14625,P115399,,2021-06-11 00:00:00,7,2021-11-22 00:00:00,7,,,,2021-11-05 00:00:00
L15001,P118884,38,2022-01-25 00:00:00,18,2023-01-23 00:00:00,18,,"Change 13 pcs to 18 pcs, 2/5/23 to 1/23/23",1Z9V89920392050187,2022-12-20 00:00:00
L15345,P121218,50,2022-07-06 00:00:00,26,2023-09-22 00:00:00,23,,,,2023-03-29 00:00:00
L15702,P123813,18,2023-01-16 00:00:00,18,2023-04-12 00:00:00,18,,from L15001,1Z9V89920391994606,2023-02-28 00:00:00
L15775,P124567,119,2023-03-06 00:00:00,100,2023-05-23 00:00:00,49,,, 772565303588 ,2023-06-26 00:00:00
L15775-1,P124567,67,2023-03-06 00:00:00,0,2023-08-04 00:00:00,51,,,1Z9V89920395598626,2023-07-28 00:00:00
L13859,P108322,37,2020-12-30 00:00:00,150,2021-05-27 00:00:00,36,10823,as of 4/14 have mat on floor 76+77 same heat lot to PO15204 + 2 bars. As of 05/27/21 has 111 pcs on floor waterjet done.,-,2021-05-27 00:00:00
L14809,P108322,45,2020-12-30 00:00:00,45,2021-11-15 00:00:00,45,,,,2021-11-24 00:00:00
L14917,P108322,57,2020-12-30 00:00:00,57,2022-01-20 00:00:00,57,,,,2022-01-26 00:00:00
L15091,P108322,95,2020-12-30 00:00:00,40,2022-04-30 00:00:00,40,,,"1Z9V89920394970868, 1Z9V89920393030876, 1Z9V89920392505285",2021-05-16 00:00:00
L15091-1,P108322,55,2020-12-30 00:00:00,55,2022-10-30 00:00:00,55,,from L15091,1Z9V89920391047175          1Z9V89920392995167                  1Z9V89920394141558,2022-08-03 00:00:00
L15092,P108322,69,2020-12-30 00:00:00,,2022-08-30 00:00:00,67,,,1Z9V89920398372006 1Z9V89920396036418 1Z9V89920395045026,2022-10-31 00:00:00
L15440,P121994,132,2022-09-01 00:00:00,66,2023-01-10 00:00:00,60,,,1Z9V89920398911665           1Z9V89920395825273             1Z9V89920397787089           1Z9V89920397881093,2022-12-28 00:00:00
L15441,P121994,72,2022-09-01 00:00:00,66,2023-04-10 00:00:00,72,,,1Z9V89920394764260                1Z9V89920390320273                              1Z9V89920391530688                                     1Z9v89920390731490,2023-03-10 00:00:00
L15780,P121994,59,2023-02-23 00:00:00,66,2023-07-10 00:00:00,58,12217,"If ship after 5/27, need FAIR. Bal 60 pcs", 1Z9V89920393835604    1Z9V89920391685226,2023-08-03 00:00:00
L16061,P121994,8,2023-07-28 00:00:00,0,2023-07-10 00:00:00,8,,"PO was under Rev:B. Make part under Rev:C, no effect. Mat PO 17074, 21 pcs",1Z9V89920397075679,2024-01-23 00:00:00
L16062,P124685,60,2023-03-13 00:00:00,75,2023-10-09 00:00:00,12,11296,Change Rev: B to Rev: C. ST Issued 10/23. Mat PO 17074,1Z9V89920399685480,2024-01-23 00:00:00
L16062-1,P124685,48,2023-03-13 00:00:00,0,2023-10-09 00:00:00,40,,Mat PO 17312,1Z9V89920395559445 total 3 ,2024-01-23 00:00:00
L16063,P124685,94,2023-03-13 00:00:00,75,2024-01-08 00:00:00,75,,3/29/24 Mat PO 17312. Start with 93 pcs. ST Issue 5/6,"1Z9V89920397740628 (1 Box)
1Z9V89920391911427 (3 Boxes)",2024-07-01 00:00:00
L16063-1,P124685,,2023-03-13 00:00:00,0,2024-08-15 00:00:00,0,,Revised due date to 10/15/24,closed line,2024-11-07 00:00:00
L16064,P124685,67,2023-03-13 00:00:00,75,2024-04-08 00:00:00,64,,"4/24/24 have mat at George 132""
PO 17312.
Revise date date to 10/15/24. 
St Issued 10/31
Closed PO short","1Z9V89920390802734, 17 lbs
1Z9V89920391755543, 17 lbs
1Z9V89920391616363, 10 lbs
1Z9V89920394754753, 17 lbs",2024-11-07 00:00:00
L16890,P124685,,2024-11-25 00:00:00,18,2026-10-15 00:00:00,,,from L16063,,
L11858,139133-1,38,2016-09-29 00:00:00,30,2016-10-31 00:00:00,30,10100,Shop Traveler is not finish,-,2016-10-31 00:00:00
L13190,P103986,23,2019-04-10 00:00:00,10,2019-07-11 00:00:00,10,10325,"Need to send to PA, production use 1 1/8"", doc put 1"" to cert.",-,2019-07-11 00:00:00
L15014,P118968,30,2022-05-27 00:00:00,15,2022-05-27 00:00:00,15,11035,,1Z9V89920390829251,2022-05-14 00:00:00
L15985,P125891,,2023-06-09 00:00:00,25,2023-08-18 00:00:00,25,11273,"Make Traveller 40. ST Issued 10/5. Mat PO 17610. 11/2/23 Change Rev:A to B. 11/2/23 Change Rev:A to B. Change mat TI to 303 , PO 17039, anodize to passivate",1Z9V89920396413662,2023-11-21 00:00:00
L16113,P126993,68,2023-09-01 00:00:00,80,2024-03-01 00:00:00,17,11351,"10/16/23 revised 55 to 80 pcs. Revised due date 6/14/24 to 3/1/24
6/5/24 revised 80 to 87 pcs.
Pre-MRB not accepted.",777326089069,2024-07-10 00:00:00
L16113-1,P126993,46,2024-07-24 00:00:00,0,2024-08-15 00:00:00,46,,Reworked from L16113,777774354433,2024-08-03 00:00:00
L16113-R1,P126993,,2023-09-01 00:00:00,0,2024-08-15 00:00:00,0,0,Wait for customer to send part back.,No response from AFP,2024-08-23 00:00:00
L16639,P131465,96,2024-07-12 00:00:00,15,2024-10-03 00:00:00,16,,,778157705709,2024-08-23 00:00:00
L16639-1,P131465,34,2024-07-12 00:00:00,0,2024-10-03 00:00:00,12,,,1Z9V89920392375863,2024-08-27 00:00:00
L16639-2,P131465,22,2025-02-11 00:00:00,72,2025-07-08 00:00:00,22,,Forgot to engraving,1Z9V89920397041160,2025-02-11 00:00:00
L16639-2-R1,P131465,22,2025-02-11 00:00:00,22,2025-08-15 00:00:00,22,,Reworked per IDR 162192,1Z9V89920398462874,2025-08-05 00:00:00
L16639-3,P131465,,2025-02-11 00:00:00,0,2025-07-08 00:00:00,0,,"2/11/25 Have 42 pcs, Need IDR
1/16/25 Chloe wants to add 1 more. Please confirm before ship.  
Need to engrave before ship.
Pre-MRB not accepted 
3.425 +0.000/-0.005 to 3.4185-3.419
2.498+0.002/-0.000 to 2.4969-2.4979
0.124+0.000/0.002 to 0.1242-0.1247
",,2025-03-04 00:00:00
L15158,P119805,42,2022-03-23 00:00:00,25,2022-06-02 00:00:00,25,,,1Z9V89920399620263,2022-05-02 00:00:00
L16410,P129409,59,2024-02-14 00:00:00,50,2024-03-20 00:00:00,49,AS,ST Issue 3/28. Ship 49 of 56.,1Z9V89920391057351,2024-04-16 00:00:00
L16411,P129409,34,2024-02-14 00:00:00,50,2024-05-01 00:00:00,32,32,"4/20/24 Mat AFP have 37"" (25 pcs) 
+ 13.50"" (9 pcs) ST Issued 06/05",1Z9V89920393885882,2024-07-02 00:00:00
L16411-1,P129409,,2024-02-14 00:00:00,0,2024-07-15 00:00:00,0,26,"4/20/24 Have mat sent to HT
PO 14744, 2"", 47.75"" long
PO 17750, 2 1/4"", 16"" + 22"" long
HT PO: 18193
7/2/24 Customer needs to close the PO short and issue new PO with part 5917-24-1. -999 is for AFP material only.",Ship to L16678,2024-09-26 00:00:00
L15457,P121453,40,2022-09-09 00:00:00,26,2023-04-17 00:00:00,26,11168,Revise 15 pcs to 26 pcs 1/19,1Z9V89920396720857,2023-03-28 00:00:00
L16050,P126633,59,2023-07-26 00:00:00,40,2024-01-01 00:00:00,26,,"Mat PO 16753 + PO 17224, ST Issue 02/06/24",1Z9V89920397271902,2024-02-29 00:00:00
L16322,P126633,14,2023-07-26 00:00:00,0,2024-01-01 00:00:00,14,,from L15457,1Z9V89920396606409,2023-12-15 00:00:00
L14844,P117110,15,2021-10-05 00:00:00,10,2021-12-17 00:00:00,10,10982,,,2021-12-16 00:00:00
L15345,P121218,46,2022-07-06 00:00:00,26,2023-09-22 00:00:00,23,,"Make Traveller 30 pcs. Label ready on 1/17/23. Pull in from 9/22/23 to 3/15/23 to 4/15, qty from 20 to 26 pcs. Need to attach IDR 153756, dia 1.250 undered because of paint stripping.",1Z9V89921290931597,2023-03-29 00:00:00
L15736,P121218,5,2022-07-06 00:00:00,0,2023-09-22 00:00:00,5,,from L14844,1Z9V89920393251299,2023-02-10 00:00:00
L16056,P126689,42,2023-07-28 00:00:00,35,2024-02-01 00:00:00,35,,"Customer revised 5/10/24 to 2/1/24. Mat PO 16016 has 3 ft. ST Issue 3/26. Did not use 16016 but use 17257, 2023, 31""",1Z9V89920393005386,2024-04-19 00:00:00
L16935,P133352,5,2025-01-08 00:00:00,35,2025-03-05 00:00:00,5,,from L16056,1Z9V89920396058387,2025-01-23 00:00:00
L16953,P133352,53,2025-01-22 00:00:00,0,2025-03-05 00:00:00,30,,"8/14/24 Have mat PO 16016, 3 ft.
on shelf mat 17-4 near shutter.
ST ISSUED 02/07
Need to take picture.",1Z9V89920395258485,2025-06-12 00:00:00
L14571,P115679,44,2021-05-13 00:00:00,5,2022-02-18 00:00:00,5,10993,,,2022-02-09 00:00:00
L15215,P120294,37,2022-04-27 00:00:00,30,2022-07-13 00:00:00,30,,From L14571,1Z9V89920398909936,2022-06-27 00:00:00
L13692,P109542,113,2019-12-19 00:00:00,50,2020-03-31 00:00:00,95,10212(L12629),-,-,2020-04-30 00:00:00
L13693,P109542,117,2019-12-19 00:00:00,100,2021-04-09 00:00:00,93,10775,,,2021-04-08 00:00:00
L15034,P109542,102,2022-02-09 00:00:00,62,2010-01-10 00:00:00,62,,,,2022-02-17 00:00:00
L15543,P122507,30,2022-10-13 00:00:00,30,2022-10-19 00:00:00,30,,from L15034,1Z9V89920299989850,2022-10-14 00:00:00
L14709,P108322,553,2021-07-23 00:00:00,543,2022-02-15 00:00:00,543,10992,,,2022-02-07 00:00:00
L14810,P108322,582,2022-01-01 00:00:00,400,2022-04-15 00:00:00,400,,,1Z9V89920394469946,2022-04-12 00:00:00
L15028,P108322,371,2022-01-01 00:00:00,200,2022-06-15 00:00:00,362,,,1Z9V89920397563141,2022-08-12 00:00:00
L15029,P108322,810,2022-01-01 00:00:00,700,2022-11-02 00:00:00,795,,,1Z9V89920397327790,2022-10-31 00:00:00
L15030,P108322,600,2022-01-01 00:00:00,400,2022-12-15 00:00:00,232,,"Mat PO 16945, HT PO 17123",771040228357,2023-01-16 00:00:00
L15031,P108322,650,2022-01-01 00:00:00,0,2023-04-10 00:00:00,342,,Need 342 pcs to close PO,1Z9V89921295607876,2023-03-29 00:00:00
L15187,P108322,176,2022-01-01 00:00:00,176,2022-05-15 00:00:00,176,,,1Z9V89920390574919,2022-05-16 00:00:00
L15545,P122528,300,2022-10-14 00:00:00,750,2023-04-10 00:00:00,300,,from L15030,770999248532,2023-01-10 00:00:00
L15546,P122528,294,2022-10-14 00:00:00,0,2023-04-10 00:00:00,166,,,1Z9V89920392442807,2023-03-30 00:00:00
L15547,P122528,,2022-10-14 00:00:00,750,2023-07-05 00:00:00,627,,ST Issued 6/1,1Z9V89920392472141,2023-06-19 00:00:00
L15681,P122528,700,2022-01-01 00:00:00,0,2023-07-05 00:00:00,698,,ST Issued 6/29,772832573597,2023-07-24 00:00:00
L15682,P122528,566,2022-10-14 00:00:00,750,2023-10-10 00:00:00,459,,ST Issued  8/7. Changed from 563 to 459,1Z9V89920390231931,2023-09-29 00:00:00
L15682-1,P122528,104,2024-05-08 00:00:00,0,2024-05-17 00:00:00,104,,,1Z9V89920395132137,2024-05-08 00:00:00
L16154,P122528,787,2023-09-27 00:00:00,750,2024-01-05 00:00:00,785,,ST Issued 10/16,1Z9V89920394873142,2023-11-22 00:00:00
L16155,P122528,800,2023-09-27 00:00:00,750,2024-04-05 00:00:00,796,,Mat PO 17498,,2024-05-28 00:00:00
L16156,P122528,848,2023-09-27 00:00:00,750,2024-07-08 00:00:00,565,,"Use same mat to L16155. 
Mat PO 17498
 ST Issued 10/15",1Z9V89920391520322,2024-11-07 00:00:00
L16156-1,P122528,269,2023-09-27 00:00:00,0,2024-12-15 00:00:00,269,,"from L16156
REMIND TO CLEAN WITH ALCOHOL BEFORE SHIP.  NEED 100% ON KEY DIA.",1Z9V89920390984468,2024-11-25 00:00:00
L16157,P122528,633,2023-09-27 00:00:00,750,2024-10-10 00:00:00,481,,"Started using mat PO 18345 + 18543
REMIND TO CLEAN WITH ALCOHOL BEFORE SHIP.  NEED 100% ON KEY DIA. ST Issued 12/5",1Z9V89920394461079,2025-03-07 00:00:00
L16157-1,P131171,146,2023-09-27 00:00:00,0,2025-03-28 00:00:00,145,,"Labeled # and Inventory. 
3/21/25 Changed from PO 122528 to P131171",1Z9V89920395613895,2025-03-21 00:00:00
L16598,P131171,449,2024-06-18 00:00:00,960,2025-01-15 00:00:00,441,,"Must deliver in full qty
REMIND TO CLEAN WITH ALCOHOL BEFORE SHIP.  NEED 100% ON KEY DIA. ST Issued 12/16
Mat PO 17498 from Mike
HT PO 17535
MR Plating PO 18794",1Z9V89920399260358,2025-04-28 00:00:00
L16599,P131171,2369,2024-06-18 00:00:00,960,2025-05-15 00:00:00,1192,,"Must deliver in full qty. 
ST Issued 4/28/25.
Using mat PO 18345 + 18543 ",1Z9V89920398966035,2025-09-30 00:00:00
L16600,P131171,,2024-06-18 00:00:00,960,2025-09-15 00:00:00,,Bal 1102,"Must deliver in full qty.
Using mat PO 18345 + 18543 
ST Issued 05/22/25",,
L17210,P135572,,2025-05-20 00:00:00,500,2026-01-15 00:00:00,,,,,
L17211,P135572,,2025-05-20 00:00:00,500,2026-04-15 00:00:00,,,,,
L17212,P135572,,2025-05-20 00:00:00,500,2026-07-15 00:00:00,,,,,
L17213,P135572,,2025-05-20 00:00:00,500,2026-10-15 00:00:00,,,,,
L17214,P135572,,2025-05-20 00:00:00,500,2027-01-15 00:00:00,,,,,
L17215,P135572,,2025-05-20 00:00:00,500,2027-04-15 00:00:00,,,,,
L17216,P135572,,2025-05-20 00:00:00,500,2027-07-15 00:00:00,,,,,
L17217,P135572,,2025-05-20 00:00:00,500,2027-10-15 00:00:00,,,,,
L15283,P120839,17,2022-06-07 00:00:00,10,2022-08-09 00:00:00,10,11067,,1Z9V89920199266981,2022-07-12 00:00:00
L16216,P127803,,2023-10-25 00:00:00,5,2024-01-24 00:00:00,,AS,Customer cancelled order 11/29/23,,2023-11-29 00:00:00
L14142,P113034,29,2020-09-15 00:00:00,11,2020-11-30 00:00:00,11,10690,"Revised from 11/16 to 11/30. mat: PO 15313, 2013, burbank PO 15339",-,2020-11-23 00:00:00
L15328,P121024,,2022-06-23 00:00:00,15,2022-10-14 00:00:00,15,11106,from L14142,770410841179,2022-11-04 00:00:00
L15151,P118979,56,2022-03-22 00:00:00,43,2022-09-01 00:00:00,43,11085,,1Z9V89920296051117,2022-09-26 00:00:00
L15634,P123110,60,2022-11-21 00:00:00,50,2023-03-07 00:00:00,50,,mat 16592. Revise due date 3/7 to 4/15.,1Z9V89920397581827,2023-03-28 00:00:00
L16067,P126708,68,2023-07-31 00:00:00,50,2023-10-10 00:00:00,50,,ST Issued 11/9,1Z9V89921298650457,2023-12-28 00:00:00
L14622,P116042,43,2021-06-18 00:00:00,35,2021-06-15 00:00:00,35,10835,expedite $50,-,-
L11875,138144-1,11,2017-01-03 00:00:00,10,2017-02-01 00:00:00,10,10114,(7+1)1 pc need repair,-,-
L16213,P127721,61,2023-10-24 00:00:00,50,2023-12-01 00:00:00,50,11314,ST Issue 2/29 w/Mike,1Z9V89920391754044,2024-03-28 00:00:00
L16895,P133509,9,2024-12-17 00:00:00,9,2024-12-18 00:00:00,9,,from L16213,770859611920,2024-12-17 00:00:00
L13039,P101425,31,2019-03-14 00:00:00,25,2019-02-14 00:00:00,27,10263,extra 2,-,-
L14623,P116042,81,2021-06-18 00:00:00,70,2021-06-15 00:00:00,70,10836,-,-,-
L16595,P130978,45,2024-06-10 00:00:00,35,2024-06-21 00:00:00,35,11347,"ST Issue 6/11.
Mat Po 16536",775951006523,2024-06-19 00:00:00
L16804,P132339,58,2024-10-02 00:00:00,40,2025-02-05 00:00:00,38,,"1/23/25 Will use mat PO 18510, 1 1/4""
ST Issued 1-23-25",771950747400,2025-02-07 00:00:00
L16954,P132339,2,2025-01-22 00:00:00,0,2025-02-05 00:00:00,2,,from L16595,1Z9V89920391204718,2025-01-23 00:00:00
L17053,P134407,65,2025-03-06 00:00:00,50,2025-05-05 00:00:00,50,,ST Issued 5/16/25,1Z9V89920290351787,2025-05-28 00:00:00
L16922,P170671,,2024-12-19 00:00:00,50,2025-02-28 00:00:00,50,11418,ST Issued 1/20/25,1Z9V89920395228721,2025-02-10 00:00:00
L14352,P155591,100,2021-02-08 00:00:00,100,2021-04-12 00:00:00,100,10756,Mat 15836,,2021-03-18 00:00:00
L15391,P160723,120,2022-08-03 00:00:00,100,2022-10-14 00:00:00,100,,Mat 16871,1Z9V89920391683264,2022-08-26 00:00:00
L16325,P165758,164,2024-03-01 00:00:00,75,2024-02-23 00:00:00,75,,ST Issue 2/12 w/Mike. Revised due date to 3/1.,1Z9V89920398501643,2024-02-27 00:00:00
L16634,P168830,86,2024-07-10 00:00:00,75,2025-01-16 00:00:00,75,,from L16325,Label Ready,2024-08-16 00:00:00
L12849,P098876-00,68,2018-09-10 00:00:00,50,2018-11-20 00:00:00,50,,,,2018-12-12 00:00:00
L13881,P111206,14,2020-03-16 00:00:00,5,2020-07-01 00:00:00,5,,,,2020-07-17 00:00:00
L16068,P126694,8,2023-07-31 00:00:00,8,2023-10-09 00:00:00,8,11245,from L13881 + passivate,1Z9V89920399783838,2023-09-29 00:00:00
L16069,P126694,1,2023-07-31 00:00:00,1,2023-10-09 00:00:00,1,,from L12849,1Z9V89920399783838,2023-09-29 00:00:00
L17101,P129756,16,2025-03-20 00:00:00,7,2025-05-21 00:00:00,7,100012,"4/3/24 have mat 65"" PO 15367. 
ST Issued 3/31
Rev. changed - to A and A to B",1Z9V89920390303701,2025-05-06 00:00:00
L13565,P108400,,2019-10-31 00:00:00,10,2019-12-30 00:00:00,10,10401,,,2019-11-20 00:00:00
L16017,P125956,45,2023-06-22 00:00:00,40,2023-09-14 00:00:00,40,11274,,1Z9V89920292216358,2023-11-22 00:00:00
L16366,P128943,113,2024-01-18 00:00:00,100,2024-04-15 00:00:00,100,,Used mat PO 18061 (Lost mat PO 17809),1Z9V89920395224510,2024-04-09 00:00:00
L16906,P133315,5,2024-12-17 00:00:00,18,2025-01-15 00:00:00,5,,from L16017,1Z9V89920392667057,2024-12-31 00:00:00
L16921,P133315,13,2024-12-17 00:00:00,0,2025-01-15 00:00:00,13,,from L16366,1Z9V89920392667057,2024-12-31 00:00:00
L15662,1007907,2,2022-12-16 00:00:00,9,2023-01-04 00:00:00,2,,"Revise due date to 1/13/23. Shaft from L14106 & install screw from BEI, B-24",1Z9V89920390270256,2023-01-05 00:00:00
L15669,1007907,7,2022-12-16 00:00:00,0,2023-01-04 00:00:00,7,,"Revise due date to 1/13/23. Shaft from L14911 & install screw from BEI, B-24",1Z9V89920390270256,2023-01-05 00:00:00
L16437,1009682,66,2024-02-27 00:00:00,50,2024-05-20 00:00:00,50,,ST Issued 06/07,1Z9V89920391641737,2024-06-20 00:00:00
L17139,1011323,,2025-04-25 00:00:00,16,2025-07-16 00:00:00,16,,from L16437 with NDT PO 18976 (16pcs),1Z9V89920394492152,2025-07-03 00:00:00
L15661,1007907,5,2022-12-16 00:00:00,5,2023-01-04 00:00:00,5,,"Shaft from L12590 & install screw from BEI, B-24",1Z9V89920390270256,2023-01-05 00:00:00
L16436,1009682,28,2024-02-27 00:00:00,20,2024-05-20 00:00:00,20,,ST Issued 06/07,1Z9V89920391641737,2024-06-20 00:00:00
L17138,1011323,66,2025-04-25 00:00:00,60,2025-07-16 00:00:00,59,,"Mat PO 16668, 2022 ST Issued 05-15-25
Closed PO short",1Z9V89920394676945,2025-07-03 00:00:00
L17204,10611,149,2025-05-19 00:00:00,120,2025-06-15 00:00:00,120,,"Mat PO 12580, 2015",,2025-08-14 00:00:00
L15533,P122436,120,2022-10-06 00:00:00,100,2022-12-28 00:00:00,100,11118,"drawing 756444, part 756444-1",1Z9V89920293403724,2022-11-28 00:00:00
L16737,P131988,17,2024-08-22 00:00:00,120,2024-10-24 00:00:00,17,11382,"drawing 756444, part 756444-1
from L15533",1Z9V89920399909103,2024-09-27 00:00:00
L16790,P131988,140,2024-08-22 00:00:00,0,2024-10-24 00:00:00,59,,"Used mat 17015
ST Issued 11/4",1Z9V89920393635740,2024-11-25 00:00:00
L16790-1,P131988,0,2024-08-22 00:00:00,0,2024-10-24 00:00:00,0,,"Mat PO 18439, 44 pcs
lost or rejected. Need remake","2/14/25 Found label at Meow, unused so we have not shipped.",2024-12-11 00:00:00
L17020,P131988,78,2024-08-22 00:00:00,0,2024-10-24 00:00:00,44,,Use mat 17603 to remake for L16790-1. ST Issued 2/27,1Z9V89920399858972,2025-02-27 00:00:00
L15048,P119209,120,2022-02-15 00:00:00,100,2022-04-11 00:00:00,100,11021,,1Z9V89920391642763,2022-04-13 00:00:00
L15777,P123559,155,2023-02-23 00:00:00,100,2023-03-31 00:00:00,100,,Mat PO 16534,1Z9V89920291887037,2023-05-03 00:00:00
L16273,P128251,82,2023-11-20 00:00:00,100,2024-01-09 00:00:00,46,,"Mat PO 17374, ST ISSUED 03/07/24",1Z9V89920393638827,2024-03-28 00:00:00
L16273-1,P128251,29,2024-04-25 00:00:00,0,2024-04-25 00:00:00,11,,from L16273,1Z9V89920399911172,2024-04-25 00:00:00
L16305,P128251,54,2023-11-20 00:00:00,0,2024-01-09 00:00:00,54,,"8/28/23 Have mat PO 17374, 3 bars.
12/10/23 Have mat PO 17374, 2 bars
from L15777",1Z9V89920392990064,2023-12-11 00:00:00
L16612,P131321,168,2024-06-27 00:00:00,120,2024-08-12 00:00:00,83,,"
Mat PO 17224, 53""","Label Ready 120pcs
778024453307",2024-08-16 00:00:00
L16612-1,P131321,57,2024-06-27 00:00:00,0,2024-08-12 00:00:00,37,,"Mat PO 16414, 36""","Label Ready 20pcs
778024453307",2024-08-16 00:00:00
L16928,P133692,6,2025-01-08 00:00:00,150,2025-03-31 00:00:00,6,,from L15048,1Z9V89920392475255,2025-02-07 00:00:00
